series_release,series_code,series_description,geoAreaCode,X,Y,ISO3CD,geoAreaName,sliceId,Units,Units_description,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,last_5_years_mean,latest_year,latest_value,latest_source,latest_nature,FID
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),288,-1.205623522,7.964825185,GHA,Ghana,1,PERCENT,Percentage,71.62,69.31,65.68,64.47,62.37,61.43,58.56,54.53,55.86,49.91,49.78,48.01,44.48,44.04,45.05,41.41,44.598,2015,41.41,"Source: World Energy Balances, IEA (2017)",E,208
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),292,-5.347561686,36.13895036,GIB,Gibraltar,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,"Source: World Energy Balances, IEA (2017)",E,209
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),296,-157.5643005,1.768837732,KIR,Kiribati,1,PERCENT,Percentage,4.85,5.23,3.81,3.93,3.78,2.79,2.51,3.11,2.67,3.08,3.46,3.57,3.28,3.03,3.47,4.25,3.52,2015,4.25,"Source: Energy Balances, UN Statistics Division (2017)",E,210
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),300,22.58307827,39.47301873,GRC,Greece,1,PERCENT,Percentage,7.52,6.81,7.02,7.28,7.54,7.72,8.21,7.92,8.11,8.92,11.09,11.09,13.86,16.29,16.09,17.17,14.9,2015,17.17,"Source: World Energy Balances, IEA (2017)",E,211
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),304,-41.39371316,74.75625681,GRL,Greenland,1,PERCENT,Percentage,12.2,11.7,12.91,13.64,6.34,6.64,6.9,6.68,6.67,8.59,9.83,12.22,12.17,13.3,14.9,15.53,13.624,2015,15.53,"Source: Energy Balances, UN Statistics Division (2017)",E,212
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),308,-61.68248568,12.11238395,GRD,Grenada,1,PERCENT,Percentage,10.47,10.4,10.44,10.41,10.54,10.54,10.34,9.88,10.66,10.44,10.5,11.24,11.34,10.89,11.08,10.92,11.094,2015,10.92,"Source: Energy Balances, UN Statistics Division (2017)",E,213
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),312,-61.64762115,16.14416917,GLP,Guadeloupe,1,PERCENT,Percentage,1.37,1.34,1.73,1.8,2.13,3.08,2.82,3.24,3.27,2.72,1.97,3.04,4.15,5.04,4.99,4.68,4.38,2015,4.68,"Source: Energy Balances, UN Statistics Division (2017)",E,214
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),316,144.7029305,13.35485404,GUM,Guam,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,"Source: Energy Balances, UN Statistics Division (2017)",E,215
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),320,-91.2312746,15.00273719,GTM,Guatemala,1,PERCENT,Percentage,62.74,61.39,60.54,59.01,57.55,57.33,57.9,57.03,60.78,58.3,66.59,66.42,66.22,64.98,59.9,63.65,64.234,2015,63.65,"Source: World Energy Balances, IEA (2017)",E,216
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),324,-11.28173419,11.00210343,GIN,Guinea,1,PERCENT,Percentage,85.62,84.93,84.38,83.47,83.19,81.56,81.06,80.36,80.15,79.25,75.71,74.75,76.37,78.53,78.52,76.27,76.888,2015,76.27,"Source: Energy Balances, UN Statistics Division (2017)",E,217
